start,end,qps_usage_corr,step,label,p-value,p-value-thres,distance,distance-thres
2022-09-12 00:04:00,2022-09-13 23:58:00,0.9482705951901067,0,0.0,1.0,0.05,1.71579824811231e-05,0.004043231332887743
2022-09-11 16:04:00,2022-09-13 15:59:00,0.9719934325452533,96,1.0,0.0,0.05,0.007628069608275532,0.0030098152864483745
2022-09-11 08:04:00,2022-09-13 07:59:00,0.992037050709998,192,1.0,0.0,0.05,0.038663729496032584,0.0038227660826808565
2022-09-11 00:04:00,2022-09-12 23:58:00,0.9938014939197333,288,1.0,0.0,0.05,0.046842223838523836,0.003494354051280023
2022-09-10 16:04:00,2022-09-12 15:59:00,0.9943158593942546,384,,,,,
2022-09-10 08:04:00,2022-09-12 07:59:00,0.995084700424363,480,,,,,
2022-09-10 00:04:00,2022-09-11 23:58:00,0.995050783992162,576,,,,,
2022-09-09 16:04:00,2022-09-11 15:59:00,0.9948686342782029,672,,,,,
2022-09-09 08:04:00,2022-09-11 07:59:00,0.994781752812878,768,,,,,
2022-09-09 00:04:00,2022-09-10 23:58:00,0.9945327079987683,864,,,,,
2022-09-08 16:04:00,2022-09-10 15:59:00,0.9947830898204992,960,,,,,
2022-09-08 08:04:00,2022-09-10 07:59:00,0.9940815997292248,1056,,,,,
2022-09-08 00:04:00,2022-09-09 23:58:00,0.994213129978445,1152,,,,,
2022-09-07 16:04:00,2022-09-09 15:59:00,0.9945993135003175,1248,,,,,
2022-09-07 08:04:00,2022-09-09 07:59:00,0.9942292810757328,1344,,,,,
2022-09-07 00:04:00,2022-09-08 23:58:00,0.9943659077525836,1440,,,,,
2022-09-06 16:04:00,2022-09-08 15:59:00,0.9940874582937155,1536,,,,,
2022-09-06 08:04:00,2022-09-08 07:59:00,0.9940272618546575,1632,,,,,
2022-09-06 00:04:00,2022-09-07 23:58:00,0.9930662983905144,1728,,,,,
2022-09-05 16:04:00,2022-09-07 15:59:00,0.993513163213384,1824,,,,,
2022-09-05 08:04:00,2022-09-07 07:59:00,0.9931495610264297,1920,,,,,
2022-09-05 00:04:00,2022-09-06 23:58:00,0.9928874604008013,2016,,,,,
2022-09-04 16:04:00,2022-09-06 15:59:00,0.9941176943282627,2112,,,,,
2022-09-04 08:04:00,2022-09-06 07:59:00,0.9940457736665366,2208,,,,,
2022-09-04 00:04:00,2022-09-05 23:58:00,0.9946685138169404,2304,,,,,
2022-09-03 16:04:00,2022-09-05 15:59:00,0.9938689805988015,2400,,,,,
2022-09-03 08:04:00,2022-09-05 07:59:00,0.9947602724392022,2496,,,,,
2022-09-03 00:04:00,2022-09-04 23:58:00,0.9948933719907258,2592,,,,,
2022-09-02 16:04:00,2022-09-04 15:59:00,0.9946790328564525,2688,,,,,
2022-09-02 08:04:00,2022-09-04 07:59:00,0.9953246912802953,2784,,,,,
2022-09-02 00:04:00,2022-09-03 23:58:00,0.9952907797691736,2880,,,,,
2022-09-01 16:04:00,2022-09-03 15:59:00,0.9937895896353882,2976,,,,,
2022-09-01 08:04:00,2022-09-03 07:59:00,0.9934187495713303,3072,,,,,
2022-09-01 00:04:00,2022-09-02 23:58:00,0.9934211454489634,3168,,,,,
2022-08-31 16:04:00,2022-09-02 15:59:00,0.9928718043895995,3264,,,,,
2022-08-31 08:04:00,2022-09-02 07:59:00,0.992089080207467,3360,,,,,
2022-08-31 00:04:00,2022-09-01 23:58:00,0.9921759978573221,3456,,,,,
2022-08-30 16:04:00,2022-09-01 15:59:00,0.9926773137119558,3552,,,,,
2022-08-30 08:04:00,2022-09-01 07:59:00,0.992888732841178,3648,,,,,
2022-08-30 00:04:00,2022-08-31 23:58:00,0.9930457691569712,3744,,,,,
2022-08-29 16:04:00,2022-08-31 15:59:00,0.9932703881811705,3840,,,,,
2022-08-29 08:04:00,2022-08-31 07:59:00,0.9938619739191076,3936,,,,,
2022-08-29 00:04:00,2022-08-30 23:58:00,0.993709998468989,4032,,,,,
2022-08-28 16:04:00,2022-08-30 15:59:00,0.994179264539007,4128,,,,,
2022-08-28 08:04:00,2022-08-30 07:59:00,0.9941443532306838,4224,,,,,
2022-08-28 00:04:00,2022-08-29 23:58:00,0.994083236417792,4320,,,,,
2022-08-27 16:04:00,2022-08-29 15:59:00,0.9937330715434515,4416,,,,,
2022-08-27 08:04:00,2022-08-29 07:59:00,0.9939215133301829,4512,,,,,
2022-08-27 00:04:00,2022-08-28 23:58:00,0.9942506016117837,4608,,,,,
2022-08-26 16:04:00,2022-08-28 15:59:00,0.9941367596243895,4704,,,,,
2022-08-26 08:04:00,2022-08-28 07:59:00,0.9945396184765041,4800,,,,,
2022-08-26 00:04:00,2022-08-27 23:58:00,0.994290672112944,4896,,,,,
2022-08-25 16:04:00,2022-08-27 15:59:00,0.9944590638933217,4992,,,,,
2022-08-25 08:04:00,2022-08-27 07:59:00,0.9944399040917167,5088,,,,,
2022-08-25 00:04:00,2022-08-26 23:58:00,0.9940128167032511,5184,,,,,
2022-08-24 16:04:00,2022-08-26 15:59:00,0.9937540144384805,5280,,,,,
2022-08-24 08:04:00,2022-08-26 07:59:00,0.9937019704378128,5376,,,,,
2022-08-24 00:04:00,2022-08-25 23:58:00,0.9935443022165882,5472,,,,,
