start,end,qps_usage_corr,step,label,p-value,p-value-thres,distance,distance-thres
2022-09-08 00:04:00,2022-09-09 23:58:00,0.994213129978445,0,0.0,0.9800000190734863,0.05,6.707534538085409e-05,0.004967673665220671
2022-09-07 16:04:00,2022-09-09 15:59:00,0.9945993135003175,96,0.0,0.9399999976158142,0.05,0.0002610103193940934,0.004256749390334241
2022-09-07 08:04:00,2022-09-09 07:59:00,0.9942292810757328,192,1.0,0.009999999776482582,0.05,0.005771504584213719,0.003424931204039261
2022-09-07 00:04:00,2022-09-08 23:58:00,0.9943659077525836,288,1.0,0.0,0.05,0.00612238181470787,0.0034997260937734724
2022-09-06 16:04:00,2022-09-08 15:59:00,0.9940874582937155,384,1.0,0.0,0.05,0.008631832658705742,0.0042172985944338975
2022-09-06 08:04:00,2022-09-08 07:59:00,0.9940272618546575,480,,,,,
2022-09-06 00:04:00,2022-09-07 23:58:00,0.9930662983905144,576,,,,,
2022-09-05 16:04:00,2022-09-07 15:59:00,0.993513163213384,672,,,,,
2022-09-05 08:04:00,2022-09-07 07:59:00,0.9931495610264297,768,,,,,
2022-09-05 00:04:00,2022-09-06 23:58:00,0.9928874604008013,864,,,,,
2022-09-04 16:04:00,2022-09-06 15:59:00,0.9941176943282627,960,,,,,
2022-09-04 08:04:00,2022-09-06 07:59:00,0.9940457736665366,1056,,,,,
2022-09-04 00:04:00,2022-09-05 23:58:00,0.9946685138169404,1152,,,,,
2022-09-03 16:04:00,2022-09-05 15:59:00,0.9938689805988015,1248,,,,,
2022-09-03 08:04:00,2022-09-05 07:59:00,0.9947602724392022,1344,,,,,
2022-09-03 00:04:00,2022-09-04 23:58:00,0.9948933719907258,1440,,,,,
2022-09-02 16:04:00,2022-09-04 15:59:00,0.9946790328564525,1536,,,,,
2022-09-02 08:04:00,2022-09-04 07:59:00,0.9953246912802953,1632,,,,,
2022-09-02 00:04:00,2022-09-03 23:58:00,0.9952907797691736,1728,,,,,
2022-09-01 16:04:00,2022-09-03 15:59:00,0.9937895896353882,1824,,,,,
2022-09-01 08:04:00,2022-09-03 07:59:00,0.9934187495713303,1920,,,,,
2022-09-01 00:04:00,2022-09-02 23:58:00,0.9934211454489634,2016,,,,,
2022-08-31 16:04:00,2022-09-02 15:59:00,0.9928718043895995,2112,,,,,
2022-08-31 08:04:00,2022-09-02 07:59:00,0.992089080207467,2208,,,,,
2022-08-31 00:04:00,2022-09-01 23:58:00,0.9921759978573221,2304,,,,,
2022-08-30 16:04:00,2022-09-01 15:59:00,0.9926773137119558,2400,,,,,
2022-08-30 08:04:00,2022-09-01 07:59:00,0.992888732841178,2496,,,,,
2022-08-30 00:04:00,2022-08-31 23:58:00,0.9930457691569712,2592,,,,,
2022-08-29 16:04:00,2022-08-31 15:59:00,0.9932703881811705,2688,,,,,
2022-08-29 08:04:00,2022-08-31 07:59:00,0.9938619739191076,2784,,,,,
2022-08-29 00:04:00,2022-08-30 23:58:00,0.993709998468989,2880,,,,,
2022-08-28 16:04:00,2022-08-30 15:59:00,0.994179264539007,2976,,,,,
2022-08-28 08:04:00,2022-08-30 07:59:00,0.9941443532306838,3072,,,,,
2022-08-28 00:04:00,2022-08-29 23:58:00,0.994083236417792,3168,,,,,
2022-08-27 16:04:00,2022-08-29 15:59:00,0.9937330715434515,3264,,,,,
2022-08-27 08:04:00,2022-08-29 07:59:00,0.9939215133301829,3360,,,,,
2022-08-27 00:04:00,2022-08-28 23:58:00,0.9942506016117837,3456,,,,,
2022-08-26 16:04:00,2022-08-28 15:59:00,0.9941367596243895,3552,,,,,
2022-08-26 08:04:00,2022-08-28 07:59:00,0.9945396184765041,3648,,,,,
2022-08-26 00:04:00,2022-08-27 23:58:00,0.994290672112944,3744,,,,,
2022-08-25 16:04:00,2022-08-27 15:59:00,0.9944590638933217,3840,,,,,
2022-08-25 08:04:00,2022-08-27 07:59:00,0.9944399040917167,3936,,,,,
2022-08-25 00:04:00,2022-08-26 23:58:00,0.9940128167032511,4032,,,,,
2022-08-24 16:04:00,2022-08-26 15:59:00,0.9937540144384805,4128,,,,,
2022-08-24 08:04:00,2022-08-26 07:59:00,0.9937019704378128,4224,,,,,
2022-08-24 00:04:00,2022-08-25 23:58:00,0.9935443022165882,4320,,,,,
2022-08-23 16:04:00,2022-08-25 15:59:00,0.9935491672194566,4416,,,,,
2022-08-23 08:04:00,2022-08-25 07:59:00,0.9933924949345713,4512,,,,,
2022-08-23 00:04:00,2022-08-24 23:58:00,0.9939456381937509,4608,,,,,
2022-08-22 16:04:00,2022-08-24 15:59:00,0.9935954969548315,4704,,,,,
2022-08-22 08:04:00,2022-08-24 07:59:00,0.9935666682398754,4800,,,,,
2022-08-22 00:04:00,2022-08-23 23:58:00,0.9944137874320514,4896,,,,,
2022-08-21 16:04:00,2022-08-23 15:59:00,0.9939689057111578,4992,,,,,
2022-08-21 08:04:00,2022-08-23 07:59:00,0.9938027100175114,5088,,,,,
2022-08-21 00:04:00,2022-08-22 23:58:00,0.9945040863558886,5184,,,,,
2022-08-20 16:04:00,2022-08-22 15:59:00,0.9933470755619928,5280,,,,,
2022-08-20 08:04:00,2022-08-22 07:59:00,0.993330599336611,5376,,,,,
2022-08-20 00:04:00,2022-08-21 23:58:00,0.9941007332208657,5472,,,,,
