start,end,qps_usage_corr,step,label,p-value,p-value-thres,distance,distance-thres
2022-09-01 00:04:00,2022-09-02 23:58:00,0.9934211454489634,0,0.0,1.0,0.05,8.154782504994315e-06,0.0037118506294883816
2022-08-31 16:04:00,2022-09-02 15:59:00,0.9928718043895995,96,0.0,0.8899999856948853,0.05,0.0004736577617124503,0.004722683233981119
2022-08-31 08:04:00,2022-09-02 07:59:00,0.992089080207467,192,1.0,0.009999999776482582,0.05,0.006488211653449014,0.0036271949915057263
2022-08-31 00:04:00,2022-09-01 23:58:00,0.9921759978573221,288,1.0,0.0,0.05,0.006615585459059662,0.003108674246626781
2022-08-30 16:04:00,2022-09-01 15:59:00,0.9926773137119558,384,1.0,0.0,0.05,0.00597174131146197,0.003799790453916975
2022-08-30 08:04:00,2022-09-01 07:59:00,0.992888732841178,480,,,,,
2022-08-30 00:04:00,2022-08-31 23:58:00,0.9930457691569712,576,,,,,
2022-08-29 16:04:00,2022-08-31 15:59:00,0.9932703881811705,672,,,,,
2022-08-29 08:04:00,2022-08-31 07:59:00,0.9938619739191076,768,,,,,
2022-08-29 00:04:00,2022-08-30 23:58:00,0.993709998468989,864,,,,,
2022-08-28 16:04:00,2022-08-30 15:59:00,0.994179264539007,960,,,,,
2022-08-28 08:04:00,2022-08-30 07:59:00,0.9941443532306838,1056,,,,,
2022-08-28 00:04:00,2022-08-29 23:58:00,0.994083236417792,1152,,,,,
2022-08-27 16:04:00,2022-08-29 15:59:00,0.9937330715434515,1248,,,,,
2022-08-27 08:04:00,2022-08-29 07:59:00,0.9939215133301829,1344,,,,,
2022-08-27 00:04:00,2022-08-28 23:58:00,0.9942506016117837,1440,,,,,
2022-08-26 16:04:00,2022-08-28 15:59:00,0.9941367596243895,1536,,,,,
2022-08-26 08:04:00,2022-08-28 07:59:00,0.9945396184765041,1632,,,,,
2022-08-26 00:04:00,2022-08-27 23:58:00,0.994290672112944,1728,,,,,
2022-08-25 16:04:00,2022-08-27 15:59:00,0.9944590638933217,1824,,,,,
2022-08-25 08:04:00,2022-08-27 07:59:00,0.9944399040917167,1920,,,,,
2022-08-25 00:04:00,2022-08-26 23:58:00,0.9940128167032511,2016,,,,,
2022-08-24 16:04:00,2022-08-26 15:59:00,0.9937540144384805,2112,,,,,
2022-08-24 08:04:00,2022-08-26 07:59:00,0.9937019704378128,2208,,,,,
2022-08-24 00:04:00,2022-08-25 23:58:00,0.9935443022165882,2304,,,,,
2022-08-23 16:04:00,2022-08-25 15:59:00,0.9935491672194566,2400,,,,,
2022-08-23 08:04:00,2022-08-25 07:59:00,0.9933924949345713,2496,,,,,
2022-08-23 00:04:00,2022-08-24 23:58:00,0.9939456381937509,2592,,,,,
2022-08-22 16:04:00,2022-08-24 15:59:00,0.9935954969548315,2688,,,,,
2022-08-22 08:04:00,2022-08-24 07:59:00,0.9935666682398754,2784,,,,,
2022-08-22 00:04:00,2022-08-23 23:58:00,0.9944137874320514,2880,,,,,
2022-08-21 16:04:00,2022-08-23 15:59:00,0.9939689057111578,2976,,,,,
2022-08-21 08:04:00,2022-08-23 07:59:00,0.9938027100175114,3072,,,,,
2022-08-21 00:04:00,2022-08-22 23:58:00,0.9945040863558886,3168,,,,,
2022-08-20 16:04:00,2022-08-22 15:59:00,0.9933470755619928,3264,,,,,
2022-08-20 08:04:00,2022-08-22 07:59:00,0.993330599336611,3360,,,,,
2022-08-20 00:04:00,2022-08-21 23:58:00,0.9941007332208657,3456,,,,,
2022-08-19 16:04:00,2022-08-21 15:59:00,0.9934743002760453,3552,,,,,
2022-08-19 08:04:00,2022-08-21 07:59:00,0.9935809301733586,3648,,,,,
2022-08-19 00:04:00,2022-08-20 23:58:00,0.9932519531598293,3744,,,,,
2022-08-18 16:04:00,2022-08-20 15:59:00,0.9928915977679459,3840,,,,,
2022-08-18 08:04:00,2022-08-20 07:59:00,0.9927897650546673,3936,,,,,
2022-08-18 00:04:00,2022-08-19 23:58:00,0.9921180560216618,4032,,,,,
2022-08-17 16:04:00,2022-08-19 15:59:00,0.9913494568162483,4128,,,,,
2022-08-17 08:04:00,2022-08-19 07:59:00,0.9912060592677132,4224,,,,,
2022-08-17 00:04:00,2022-08-18 23:58:00,0.9911328202087254,4320,,,,,
2022-08-16 16:04:00,2022-08-18 15:59:00,0.9916645805870957,4416,,,,,
2022-08-16 08:04:00,2022-08-18 07:59:00,0.9915642125216467,4512,,,,,
2022-08-16 00:04:00,2022-08-17 23:58:00,0.9921072957335556,4608,,,,,
2022-08-15 16:04:00,2022-08-17 15:59:00,0.9931709949570063,4704,,,,,
2022-08-15 08:04:00,2022-08-17 07:59:00,0.9935091049765392,4800,,,,,
2022-08-15 00:04:00,2022-08-16 23:58:00,0.9942603761231827,4896,,,,,
2022-08-14 16:04:00,2022-08-16 15:59:00,0.9935575519910195,4992,,,,,
2022-08-14 08:04:00,2022-08-16 07:59:00,0.9937585467899512,5088,,,,,
2022-08-14 00:04:00,2022-08-15 23:58:00,0.9940879157009191,5184,,,,,
2022-08-13 16:04:00,2022-08-15 15:59:00,0.9938673652232016,5280,,,,,
2022-08-13 08:04:00,2022-08-15 07:59:00,0.9938523824641158,5376,,,,,
2022-08-13 00:04:00,2022-08-14 23:58:00,0.99365118435127,5472,,,,,
